donor_id,x_cont1,x_cont2,x_cont3,x_cont4,x_cont5,x_cont6,x_cont7,x_cont8,x_cont9,x_cont10,x_cont11,x_cont12,x_cont13,x_cont14,x_cont15,x_cont16,x_cont17,x_cont18,x_cont19,x_cont20,x_cont21,x_cont22,x_cont23,x_cont24,x_cont25,x_cont26,x_cont27,x_cont28,x_cont29,x_cont30,x_cont31,x_cont32,x_cont33,x_cont34,x_cont35,x_cont36,x_cont37,x_cont38,x_cont39,x_cont40,x_cont41,x_cont42,x_cont43,x_cont44,x_cont45,x_cont46,x_cont47,x_cont48,x_cont49,x_cont50,x_cont51,x_cont52,x_cont53,x_cont54,x_cont55,x_cont56,x_cont57,x_cont58,x_cont59,x_cont60,x_cont61,x_cont62,x_cont63,x_cont64,x_cont65,x_cont66,x_cont67,x_cont68,x_cont69,x_cont70,x_cont71,x_cont72,x_cont73,x_cont74,x_cont75,x_cont76,x_cont77,x_cont78,x_cont79,x_cont80,x_cont81,x_cont82,x_cont83,x_cont84,x_cont85,x_cont86,x_cont87,x_cont88,x_cont89,x_cont90,x_cont91,C(cat0)[1],C(cat0)[2],C(cat0)[3],C(cat1)[T.2],C(cat1)[T.3],C(cat2)[T.2],C(cat2)[T.3],x_bin1,x_bin2,CT1,CT2,CT3,CT4,CT5
S049,0.30076364,0.26938975,-0.73607314,-0.561331,0.32370076,-0.1352055,-1.7836338,1.6426564,0.25176027,0.90515125,0.255173,2.847705,1.3921565,-0.09480449,-0.012071071,-0.5073009,0.25202248,1.3075864,-0.60104805,-1.4316359,1.501599,0.08079898,-0.27891108,0.39343682,-0.20340544,1.7575189,0.06612187,2.0715141,0.74763364,0.7130522,-0.38808674,-0.0728774,-1.4695688,-0.18014129,2.2424543,-1.1597621,-1.6689118,0.55002433,-0.68845856,-0.46915674,1.5118675,-0.47186556,0.5721886,0.97601926,0.6376074,-1.4153309,-0.10414521,-2.0050802,0.7457165,-1.057639,0.1105727,-0.01792616,-0.119535334,-1.6206524,1.774003,0.28951,-0.3056784,1.7254822,2.5657961,-1.390713,1.3900003,-0.09174503,0.12888381,1.0292158,-0.28255156,0.11147945,0.38877252,0.347273,0.57616043,0.26308683,0.77839035,-0.4817289,0.16523428,0.88317364,-0.2596307,-2.236882,2.202586,-1.321718,-0.10880551,-1.2527466,-1.7538892,-2.681718,0.50050575,2.0407841,-0.4667963,0.43724418,0.16159272,-0.96585405,-1.0429412,-0.6175427,0.92068475,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0,21,19,22,13
S050,-0.2855906,0.17091511,0.2456353,-1.6534119,0.15085588,0.69109195,-0.36802715,0.30619526,-1.5559074,0.030785529,1.0612603,0.3950675,0.17245917,0.7530103,1.7429849,0.0684901,0.6601775,-2.297042,-0.6317292,1.1035681,-0.13459429,1.6464902,-1.8983884,-1.0030731,1.1869516,-0.49772277,0.112424314,-1.2521273,-1.4231364,-1.1493297,-0.44164893,0.36094493,-0.7985812,-2.451067,-0.8013081,0.5627308,-1.115787,-0.9152916,0.5166441,0.48654312,-2.0379992,-0.8155266,0.2360885,1.6820294,-0.71832204,-0.15285507,1.9568121,2.6621978,0.08380644,0.47727937,0.3033619,0.4310735,-0.44146526,0.823752,0.5588515,1.2093073,0.63210154,-1.2009774,-0.5140068,-1.5573484,-0.18932396,-1.0652174,0.2948311,-0.9169023,0.84547544,-0.57204044,-0.2464936,-1.2152779,1.2087331,-0.75797844,-0.74739164,-0.6084145,0.4193081,0.011849199,-1.3389282,0.05224018,0.2697897,-0.50443506,-0.98336947,-1.5566173,-1.2684877,0.0120437415,-0.81084675,1.5990555,0.9221715,0.12714005,1.2047273,0.556737,0.94665015,-0.6716597,0.23306118,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,7,22,16,54,40
S051,-0.8902193,1.0074366,0.22055455,-0.82126623,-0.98477715,-0.9427658,-1.1386786,1.4029385,-1.4351654,1.0211285,1.4581277,-0.18964039,1.3520132,-0.023104457,-0.5777505,-0.05092444,0.23059438,1.9925395,-0.54732496,-1.5759647,1.342963,0.6757423,-0.057683293,-0.04407839,0.9575748,2.429282,1.526154,0.060557097,-0.824051,0.0756798,0.13938698,-1.8084562,-2.0863876,2.0853028,-0.228257,0.06289928,2.1924403,1.0569075,0.23585293,0.42216232,-0.5957858,-0.45394242,-0.75267607,-0.98608726,-0.036595095,-0.4623402,-0.036601257,-0.3492221,-0.9000598,0.6300066,-0.4306583,-0.14518838,-0.56032324,-0.15461414,0.35125402,2.3250976,-1.2281883,-0.36647767,-1.1436834,-0.49443266,1.977483,-0.1045666,-1.4656761,-0.26506293,0.013991789,-0.39796612,-1.7138133,0.43792528,-1.6948037,0.43811983,0.37829554,0.5879795,1.8721203,2.7214718,1.107316,-1.2163761,1.8403264,1.3931055,1.0123725,1.2665286,0.9547855,1.3451555,-1.2788284,-0.14398381,-0.15433766,-0.47779483,0.5992244,-0.870057,0.63880557,-1.0720062,-0.30411407,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0,0,4,139,1
S052,0.1318317,0.24454823,-0.16338924,1.2822222,0.13940911,1.4035937,-1.2188056,2.0359433,0.14911006,1.1819392,0.7453985,1.0201321,-0.17058198,-0.59377986,-0.7001614,0.67898196,-0.84551835,-0.8247685,-0.7082909,-0.68650615,-1.829685,0.7297531,0.14631641,0.08647481,-1.3433611,1.7781574,-0.5085842,1.1850761,-0.87643826,-1.6900522,0.7752141,0.05263276,-0.5949397,-2.2430732,0.5038645,-2.170078,0.8298343,-1.5434246,-0.9116471,-1.1398042,1.2236927,-0.53573716,0.4769721,1.6166483,0.15234771,2.4059222,0.39238694,1.7117823,1.220459,-1.1826541,-0.9433157,1.1983865,-0.90387774,0.6920804,-0.99469596,0.9929773,-0.5792069,-0.7197042,0.5461683,-1.7165531,-1.0079198,0.6437425,-0.68746597,0.0037749996,-1.5593892,-0.8200159,-0.4814621,0.29245356,-0.1578809,0.59453034,-1.1681694,0.71398485,-0.60259527,-1.0690923,-0.12805288,-0.40900525,-0.07032623,1.7317444,0.7756624,0.51649904,-0.08170859,-1.0250108,-1.4323843,-1.1241411,0.0007654676,-0.9014133,-0.773898,0.85400903,1.017701,-0.102777235,-0.6190024,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,17,16,13,54,8
S053,0.8435318,-0.40529665,-0.3094354,-0.6460828,-0.8371571,-0.07594074,0.027424753,1.807537,0.09905438,-1.1741132,0.6898399,-0.023067325,-0.08819458,1.9596422,0.4323415,-0.5424304,1.2745774,0.9772013,-0.17269404,-0.2709754,0.41281614,0.16562106,1.033778,0.27844998,0.8953272,-0.20922804,-0.6773859,0.6375527,-0.771038,1.3660275,-1.4836805,-0.16098623,-1.1053495,0.46144658,1.8702042,0.7729905,1.62525,0.9527443,0.48706374,-0.16217609,0.7982461,-1.2327006,-0.7465416,1.295657,-0.013155475,-1.6920583,-0.5240598,-1.862697,0.55899376,-0.6483156,0.34152657,-0.10934495,-0.22938122,0.57779276,0.12908088,-0.9605809,-1.1179507,0.40457255,0.7782944,0.31955352,0.4370336,-0.06562424,-0.66915673,0.5305018,1.3106537,0.92848,0.9591921,1.124335,-0.48054358,0.018468235,0.12834193,0.1550446,-1.2566772,0.34369987,1.009408,-1.3285658,-1.9733748,-0.82473534,0.18322475,-0.53441626,-0.1858645,0.15695624,-0.2841993,-0.5370004,0.12899965,0.9884567,1.2552953,-1.4644393,-0.5893482,-1.6714855,0.93980944,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15,46,0,4,12
S054,-0.31789798,-0.16079263,2.188017,1.161347,1.1296744,-0.6125726,-0.9372442,0.57421124,1.0249236,-0.12721895,-1.3589288,0.07454807,-2.0636246,1.6608825,0.8106119,-0.045418646,0.57465434,-0.69257754,-1.1328434,-1.8070949,0.5233395,0.027697217,0.48229045,0.5943229,0.78711635,-0.35542178,-0.61589783,-0.4862204,-0.85140646,1.5859412,-0.40417406,0.9607828,0.071764514,0.28912026,1.3482335,-0.016014636,0.8399541,0.15198477,0.26109186,0.50615615,0.38414872,-0.42184007,0.076956086,0.14590557,-1.4123548,-0.7705057,0.8059263,0.4949896,-0.70315456,0.9531536,-1.0747188,0.4345596,-1.43159,0.89594436,-0.5390784,0.0658969,0.015344826,-0.47000974,-1.0775031,-0.4578443,-0.5029444,-1.441655,0.20829998,-0.3424895,-1.8235102,-0.7870456,-1.2797093,-0.8156825,-1.0880159,0.95680434,1.4406887,-0.17896184,-0.1583115,-0.04386902,0.2291331,-0.97148156,-0.14441146,-0.7955408,0.27266073,0.16154197,-1.6271065,0.3762246,-0.90288407,-1.0986145,-2.1013658,-1.0035838,0.1887745,-0.4648975,0.008194606,0.43091312,0.78630203,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,71,19,0,13,2
S055,-0.8161016,-1.8410692,0.7193811,0.32822728,-1.1174964,1.2027638,-3.0170987,-0.9056311,-1.825294,-0.49515828,1.9353583,0.8345775,1.3220764,2.3519087,-0.4243829,0.061982214,0.51331264,1.1054581,-0.4718092,1.1207478,0.9869527,-0.34092927,-1.8199348,0.99169207,1.0971955,0.61843747,-0.28360376,-0.20012268,-1.5919322,-0.41712734,1.6144114,-0.60776865,-0.9906856,2.4430358,-0.08136974,1.1714534,0.33853525,-0.6485416,-0.35087335,-0.6256645,-1.6842164,-1.2407703,0.029989177,0.5664801,-0.837164,0.7465607,-0.4176709,-1.6907305,-1.4834037,1.1832048,-0.5919539,-0.3209382,-2.3264258,-0.55419105,0.16297352,0.66561234,1.6603221,-0.4451308,0.2854219,-1.4015424,0.7337822,0.44933492,1.6811054,-1.4596807,1.3071078,0.68700665,2.262605,0.1357216,-0.54492146,-0.76915413,1.9854368,-0.561347,-1.8453772,0.58659816,-1.017252,0.98299384,-0.5927909,0.27467567,0.84625465,-0.48938122,0.26266274,0.79428834,0.05795656,0.93124455,0.22878666,-1.1424763,0.20036383,0.21558686,-0.6087948,-0.055093393,0.6084277,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,73,10,31,0,4
S056,2.4061425,0.30906272,1.3981905,-2.533838,-0.3176129,0.093948446,1.186723,-0.521366,-1.399255,-0.258136,-0.80882555,0.8580875,-0.6363165,0.85305274,-0.35450017,0.32419977,-0.76287806,0.4794366,-0.23438214,0.7398106,1.2477831,0.79516405,1.2889774,0.7557651,0.78115183,0.681297,-0.75722706,-0.07846054,2.9719,0.762157,1.7953383,-0.38046172,-1.4565868,0.14998525,0.12491234,-1.9083242,0.13001642,0.6383573,-0.10436533,-0.091138475,-0.66594714,-1.7574567,-0.22797482,-1.1947716,1.5709163,-1.1689644,0.056705832,0.6430625,-2.1201162,-1.2170553,-1.4094617,-0.7622174,0.11201992,0.1137526,-0.6344357,-0.7239702,-0.47341055,0.020589774,1.5782057,-2.1081839,-2.5113025,-0.1874462,-1.4140527,1.8253361,-1.8521291,-0.4018279,-0.9288775,-0.40798035,2.6257007,-0.29082093,-0.5346844,-2.2802968,-0.22341996,-0.60354495,-1.1768658,-2.223752,-2.148891,-1.7094984,-1.1832057,-0.4216246,-0.6889369,0.42584276,-0.7172987,-0.94277686,0.37565675,0.43720618,-1.0238278,-2.2284477,-0.20055005,-2.3045003,-0.474092,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,25,51,0,0,0
S057,-0.7131376,0.6085384,-1.6945493,-0.5071133,0.07128982,-0.6263494,-1.530633,0.4751381,-0.08504697,2.0162828,-0.88125294,1.2547555,1.195,0.3771201,-0.64279974,1.1728013,0.73677284,-0.7347128,0.285702,-0.98557526,-0.76131064,1.3247567,0.04421601,-1.7315303,-0.12839627,1.7021321,0.41466716,-0.17478918,1.2324646,0.63175505,-0.44923586,1.7881635,0.93845737,-0.06801775,-0.6741699,0.90658253,1.1387513,-0.69658685,-0.20384325,1.1849128,-0.6324491,1.1911516,1.8809102,0.90571135,1.603712,-0.33456665,-0.5484086,-1.2221806,-0.47740066,-0.18037498,-0.76944757,0.6415883,0.34918106,-1.6319897,-0.47277617,0.81040394,0.34556997,-0.934714,0.43237928,0.44673252,0.24585411,2.2201285,0.7027019,-0.7050278,-0.34978175,-2.2339451,-0.18788818,-1.0986682,1.1192847,-0.3872358,0.20618635,0.672349,0.9895404,1.0224535,0.72621197,0.32517698,-0.09928546,1.6107119,1.2339394,0.3733518,-0.24170959,0.13238138,-0.56130385,0.19359554,1.5528376,1.199516,0.8212954,0.61561996,2.6897054,0.3382944,0.43325463,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0,0,62,75,26
S058,0.4080653,-0.14543161,-0.6655412,-1.6705129,0.8812591,-0.39114112,0.37090337,0.18940096,-0.5782622,-0.520081,-0.20700617,0.44198978,0.63676167,0.12467956,-1.2708882,1.5877818,-0.88716996,-0.044385992,-0.7693278,-1.1024417,0.17498206,-0.359743,-0.13735753,0.80273014,-0.9552006,-0.21636602,-0.7163024,-1.3910707,0.038821265,1.1912248,-0.60188866,0.5740347,0.6474013,0.8888398,0.5504815,1.3720276,1.6488298,0.08699017,0.33129546,0.0688284,-0.630561,1.5940595,-0.5701682,0.694318,-0.31274745,-0.27556044,-0.99804795,-0.49751282,0.09713878,0.035830196,-1.6352261,-0.4149242,-2.2342918,0.22572191,0.1079541,0.7739405,0.12328844,-0.95937437,-0.18476248,-0.5959599,0.41348103,-0.46714893,-1.126451,2.3234231,-0.207345,-1.3595325,0.19739343,0.123182505,1.7338156,2.1409743,1.3764584,-0.22093831,1.3899356,-0.12587865,-0.9761064,-0.01213401,-1.0357598,0.6105159,0.99747366,2.4991522,-1.2686843,-0.85591656,0.46651945,-0.7203907,1.2038578,2.1352024,-1.3747171,1.1849036,-0.26374185,1.500089,0.10931567,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,12,21,6,0,26
S059,-0.6377057,0.25562575,0.0997991,-0.04162261,0.036859464,-1.0459588,-0.50548923,1.7198713,-0.16156758,-0.4347675,0.06056574,-0.5639984,-0.6345112,2.413117,0.28623688,0.03562157,-1.1740359,-0.56569237,1.0364082,1.3441626,0.6586901,-0.2004274,0.39504778,-2.161953,2.0568018,1.3024836,1.4346881,0.44363788,0.6432188,0.50872505,-0.21800004,0.43740278,0.2213016,0.71357965,0.7528161,0.356288,-1.4145079,-0.5219692,1.8224065,-0.6575159,-0.85667324,0.98680896,-0.3603063,0.6107225,-1.3748556,-0.41182205,0.51209676,0.47164953,1.268967,-0.6269384,1.3658456,0.30441526,1.5584165,-0.30269456,0.534735,1.3798546,-0.114958555,-0.15965381,-1.5560555,-1.4450543,0.1140632,-0.7241476,1.3325975,0.76052076,-1.1850954,-1.0512372,0.96085805,-0.3655319,0.30096823,-0.8450773,1.2048665,1.5324026,-1.2963047,0.9127996,-0.026322847,1.58982,1.1410012,-1.1263616,0.5225278,-0.48063716,0.41796717,1.06489,-0.5361412,-0.078977525,0.7531147,1.0218388,-0.5301036,1.176214,2.037451,0.010432317,-1.339418,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,11,17,43,63,15
S060,1.1655875,-0.98643476,1.3116062,1.4117887,1.4422328,2.2181106,-0.2697263,-0.13265906,-0.9180903,0.71403176,0.17185733,1.0890329,1.2462065,0.026077127,1.127346,-1.5192052,0.11720859,1.5048546,-1.0345412,1.6690401,1.0728712,1.582821,0.23893948,-0.7857438,0.49848816,0.5752128,-1.5257844,0.3181509,1.2314253,-1.382605,-2.067052,-0.71405476,1.3088232,1.7141616,-0.84696394,-0.42121297,0.46371827,0.67899317,-1.6174562,-0.34857976,0.08997456,0.14473072,0.028218925,0.8649306,-0.6337051,0.01551702,0.42964485,-1.1739165,0.15054199,-0.7147587,0.38806206,-0.027413636,1.3221126,0.08416148,0.10382226,-1.5533456,-0.42715588,0.8736003,0.6485169,1.8018422,-0.037060034,2.0540075,0.19671907,0.14949533,0.289163,-0.89499635,1.6831294,0.12520531,-2.0901916,1.1030792,-0.14942153,0.8300064,-0.042419083,1.2373513,-1.0964419,-0.26414979,-0.73304665,0.68770176,1.1746947,0.64942616,-2.1428297,0.56236845,1.4103725,-0.084843695,-1.0368334,0.6794015,0.25718924,0.639589,0.05135751,0.04053571,-0.7207378,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,49,52,0,0,0
S061,-0.48751643,1.1564937,1.2129457,-1.1380152,-0.39391476,-0.096217275,0.0064636967,0.043061685,-0.5408249,-0.7659391,0.41623476,-1.1623077,0.10772774,-1.0872648,-2.8633497,-1.6282486,-1.9122571,-0.06208767,-0.72510415,-0.3732668,-0.31357947,0.35351077,-1.5720439,0.7320487,1.4870317,-0.21854202,-0.41981196,0.046113275,0.23233531,-1.5109347,0.12077284,-1.7618876,0.88883483,0.053119417,0.92983645,-0.5392914,-0.4542191,-0.3661033,0.8126216,0.946575,-1.7114983,0.068835646,0.6278445,-0.75794345,0.13013144,0.61780256,0.3009913,-0.5414789,-0.9604072,-0.34819362,-0.39578077,-0.33727956,0.8866316,0.12946488,-0.9416598,-0.79683024,-1.6591454,-0.4401229,-0.06381891,-0.30783507,0.6230812,-0.58987916,-1.0823501,-1.6211234,-1.5617626,1.6602926,-1.730795,0.14416248,-0.5900545,0.240956,0.21766922,1.1297495,1.4173808,-0.9858096,-1.6353818,-0.22601761,-0.96340287,-0.10579252,1.0126315,0.18764819,0.11714207,1.1362735,-0.11603219,1.058569,-1.0707724,-0.42862192,0.5964843,1.2144846,-1.2764031,-0.8608756,0.78025186,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,25,0,9,121,14
S062,-0.30005962,-0.37921977,-0.3103166,0.8449593,-2.1961942,0.5421318,-1.481978,1.0338417,0.52595484,-1.5434613,0.25666502,-2.124066,0.86074847,0.589494,-1.7115035,-0.34460753,-1.3720051,0.122379325,0.06926686,-0.75325596,1.9627316,0.7287791,1.0252002,-0.13560729,1.1737201,-0.033749133,-0.8504934,-0.6313448,1.0808338,-0.8372396,-0.17740358,-2.2569423,-0.39590052,-0.08302182,-0.45719838,1.0082697,0.27854297,-0.8946052,1.3073527,0.1152172,-0.012247595,1.0548977,-0.073014796,-0.4413884,-1.3190761,0.674942,0.742488,-2.1769643,-0.9413879,1.495401,0.83502346,-1.1664277,0.23323263,1.7273871,0.40912202,-0.23476782,-1.3632121,0.6522989,-0.7387414,1.96635,0.19895813,0.51290673,0.6405272,-0.58514285,0.33289903,0.69890684,1.3164436,-1.5407562,0.25253066,0.14823475,1.3130702,0.4402195,1.9197718,-0.6216306,0.04204394,0.06317239,1.214505,1.3266757,-0.7371001,-0.6712592,-1.1490629,1.4819967,-0.22502974,0.5025789,-1.0635966,0.44775778,-0.23748362,-0.19581151,-2.1897566,-0.11938976,2.0183673,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,9,10,52,6,10
S063,0.30003327,0.7109967,-0.33753172,1.7668592,-0.56797886,-1.3318565,-1.085095,-0.5866534,0.873187,0.006648342,-1.8288834,0.8822682,0.41246378,1.2165118,-0.6450737,0.06656583,-1.4889333,-0.28686616,-0.5872508,1.566218,-0.73019123,-1.0188853,0.31871572,0.71416295,2.0572672,-0.74643826,0.2009301,-1.460351,0.88885176,0.39385277,0.61039525,-1.3634834,-0.34860033,-0.7198353,0.78605425,0.58105415,-0.44756237,0.8379265,2.4260314,-0.38002926,-1.1494238,-0.775249,-1.1840887,0.9452501,-0.5056552,-1.36698,0.98750556,0.12269393,0.22519796,2.20605,0.89324874,-0.9408817,0.72499675,1.5151772,0.26976478,-0.5380965,0.2656843,-0.18843946,-0.17865245,0.3746789,0.18063127,0.053661916,-0.5899376,-0.46089983,0.95234257,-1.6675214,-0.1394524,-0.9100022,0.2597119,-0.7776762,-1.2687258,-1.4094999,-0.19825256,-0.2590852,2.090354,-1.3209286,-0.64597183,-0.75795555,-0.37722254,-2.3013096,-0.90168303,1.5141963,-0.23214972,-0.040583704,1.4713714,0.65296584,-0.2770597,1.4174539,1.227526,0.48843154,-1.5185663,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,5,14,10,62,3
S064,-0.5767656,0.41768974,-0.2466598,-1.2248871,-1.563855,-0.3041398,-0.2623933,0.89832366,1.0313735,-2.3440769,-1.6321617,-0.03338296,0.015031274,-2.3095822,-1.3074226,0.28741783,-1.0311872,0.80535716,1.0661814,-0.31740603,-1.6514462,-0.13945559,-1.1687907,0.55188155,-0.27988803,0.6137302,0.52475137,-0.21443193,-0.37398475,0.5035377,0.20687209,0.8090319,0.86173713,1.5110614,1.3398874,0.33770195,0.6813563,-0.28322706,0.70502996,0.23283914,-0.21493715,2.1874769,0.3180458,-0.60000515,-1.3426061,-0.9560119,-0.4904817,-0.15433396,0.26495954,-0.16821149,0.8359981,-0.51846087,-0.12646617,1.4195592,-0.71421444,-0.82931215,-1.5800151,-2.565288,1.1600372,-1.5214944,0.032024913,-0.9530257,1.4366703,-0.8924941,0.9085479,0.7559071,0.29163498,-0.9006464,-1.5915053,-0.121500164,0.4839942,-0.4759577,0.2317757,-3.077042,-0.007842421,0.45033133,-0.2567567,1.5936226,-0.44612056,-1.3807443,-0.2543615,0.6224929,-0.27881294,0.83614165,0.7822563,-0.7299075,-2.089162,0.8863641,0.84760636,0.7725728,-1.1976092,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,2,34,46,7
S065,-1.7432405,0.6766244,0.95314425,-0.081927456,-0.26485115,0.9617982,1.0156697,-1.6041892,-0.51802915,-0.12545465,-1.609485,0.40540156,-1.5385288,-0.039369166,-2.1690347,-0.25305858,-0.53755236,0.17415205,0.73769647,1.4921325,0.062383063,-1.1256716,0.33074275,-1.2155606,-0.22048102,-0.022170927,1.0559146,-0.66253674,1.3440155,0.11078098,-0.36066175,-0.12475086,0.07511289,-1.8813841,-0.689068,-0.43576697,-2.3354561,-1.3525813,0.56369936,1.0602951,0.89727294,-1.0717136,1.2489978,0.7729905,-0.32489845,-0.14429599,-0.65568554,-0.8815243,0.06992516,0.024045821,0.048056103,0.35815573,0.21361667,0.15115425,1.4445747,-0.43450895,1.900378,0.2488433,1.0886834,1.3743628,-0.95249534,0.024424175,0.209955,1.5097113,-1.4685303,2.6510885,1.2505151,0.7356934,-0.097029835,1.8760343,-1.0399673,-0.18865408,0.61085755,1.8604591,0.7286035,2.085414,0.74527067,0.2266272,-0.8294665,1.6405802,0.05521911,-0.09230585,0.17290266,-1.6498752,-0.039971773,0.4306238,-1.2855593,-0.5032627,-0.7504754,-0.27214682,1.174032,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0,0,30,51,1
S066,-0.029784353,1.3849479,-1.1418971,0.29394394,0.5177997,0.5803243,-0.28386956,0.37705594,0.35242668,-1.1945348,0.6511736,1.332471,-1.2423989,0.92835987,-0.54473704,0.6436604,1.1714201,1.3448398,1.40292,1.4023026,0.7167242,-0.8708586,-0.19064833,0.17245024,-0.49169394,0.40393838,0.3176539,-1.0297863,0.364866,-1.1868535,-1.409568,0.9610967,0.9937084,0.04395017,-0.4078817,0.0952279,0.15383574,-0.23642944,-0.636147,1.0875312,1.5286624,-0.515405,-0.0730667,-0.6718957,1.6562179,-0.3586693,-0.013466988,-0.15922114,-1.8133762,-0.6348496,0.12116214,0.34418675,-0.118269056,-1.170046,-0.27417803,-0.6297461,-0.26970613,-1.5460657,-1.3916545,-0.6720053,-2.2761736,-0.945115,-0.34278965,-0.5511158,0.7458183,0.67651623,-2.1610646,-1.3897665,-1.5718749,0.11842268,1.0238878,0.92033094,-0.016147353,-0.4710015,-0.12856063,-0.92053384,-0.08326775,0.71601695,0.7891176,-1.1494532,-0.7838606,-2.3603644,0.44370112,0.0009962112,0.07457808,1.4694775,0.61973095,1.0640655,0.007983694,-0.3283478,0.26312318,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0,5,17,157,3
S067,-1.1249603,1.3903493,0.105555974,1.2284274,-0.5202232,0.6384052,-1.3468976,0.18203253,-0.490818,0.67990327,1.1468083,0.22956124,-0.2552209,-1.3389072,-0.4057877,0.160843,1.0720273,0.38604292,-0.014360582,-0.95765346,0.034961175,0.89616585,0.39110228,-0.7203737,0.051792357,0.7851016,0.15884744,0.29898855,0.3633603,-1.2127237,0.31938684,-1.1454831,-0.013931419,2.8873541,0.94289774,-1.1938597,-0.1453704,-0.9194788,-0.31806183,0.96935236,0.81606066,-0.8721163,-0.23347755,0.7729306,0.5027631,0.07951707,-0.72322726,0.45922822,0.83021337,1.6730977,-0.15109979,0.0064729657,-0.4011002,0.20009905,-0.5677667,0.32051325,-0.58209276,1.6742843,0.3656308,0.38112596,0.42271423,0.2885,-0.74282277,0.20503742,0.95991814,2.2327862,-0.1639732,-1.4951441,-0.54865885,-1.5383697,-0.3928948,-1.760759,0.5156436,1.7651035,-1.4821312,2.2837796,-0.14704843,0.482782,0.34199414,-1.7282363,-1.4505962,-0.007960126,0.258722,0.29491326,0.36406758,-1.1181177,-0.17800508,0.74291,-1.0837332,1.2432805,-0.31484196,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0,0,1,165,0
S068,0.39076185,-0.41500124,0.2995927,1.1065582,-1.2197286,1.0190314,0.57206297,0.7052752,1.845242,-0.50487846,-0.19206779,-0.44382384,0.68746597,0.469579,0.30132815,-1.799222,0.035285443,0.8639025,-1.366358,-1.517983,-0.40117317,1.6699451,-0.19282104,0.8785299,-0.52843004,-0.6273723,0.20321485,-1.1333454,-0.054640476,0.38772747,-1.4124781,-2.297962,1.925397,-1.4490913,-0.7634564,-1.0576984,0.54914826,-1.4460694,-0.87630713,0.5613201,0.84544224,-0.56659824,0.23701505,-0.4044444,-1.1451924,0.5931694,1.9962283,-1.1179255,1.4412334,0.31828365,-0.037716933,-0.04563337,0.9666963,-1.4512149,-0.84222347,-0.6614061,0.13957374,0.1924432,0.72579235,0.35493055,0.14739466,-0.34898934,-0.8151993,1.2747123,0.50775784,1.2231842,-0.43830627,0.37922233,1.2620807,0.4709362,1.309668,-0.84563756,0.5827586,1.2102437,-0.4481957,-0.89575344,-0.7076339,0.92692155,0.31050476,-0.95616084,-1.5521826,1.8421408,-1.3550118,0.074546956,-0.36529988,0.32856563,-1.3457984,0.1529199,0.14952222,0.28203148,0.37144476,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,93,58,5,1,6
S069,-0.33566368,-0.73556024,0.96001524,1.5151106,0.97632843,0.3772585,-0.5182237,-0.32800758,-0.893749,-0.36561546,-0.3999676,0.9477647,1.2496903,0.77397585,-0.33840737,0.6306978,-0.047811758,0.24214937,-1.1528432,-0.06098924,-1.1203116,-0.27569586,-0.13054787,0.5138638,0.4834479,0.6860153,-0.23748721,-0.21379964,-0.04871301,-0.14109273,0.2685575,0.59727544,0.8670216,-0.96011275,-0.6330694,-1.4588205,1.561254,0.046385113,-0.26302913,-1.1469684,-0.61634517,0.23623392,0.5179756,-1.2653397,0.8330987,1.4265243,2.1232762,-1.0369693,0.35814744,-0.97464836,0.45534936,-0.25560486,-0.52133185,0.10129067,0.041399613,-0.43854827,-0.74563473,-1.193985,2.7700427,-0.70927966,-0.4105454,-0.8062657,1.726285,0.5595328,1.9650567,-1.6363775,-0.7625067,-2.580003,1.079297,-0.33032274,-1.4537325,0.12516947,1.2123243,-0.37724608,-2.2614112,1.92258,-0.18316488,-0.04991615,-0.17464073,0.7121821,1.1410143,-0.9893546,-0.94083303,1.4278126,-0.83709747,0.060909487,-2.2675407,0.9205541,0.77788615,1.2341597,-0.300256,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,147,8,4,8,32
