,CT1,CT2,CT3,CT4,CT5
x_cont536,0.0,0.0,0.0,0.0,0.0
x_cont537,0.0,0.0,0.0,0.0,0.0
x_cont538,0.0,0.0,0.0,0.0,0.0
x_cont539,0.0,0.0,0.0,0.0,0.0
x_cont540,0.0,0.0,0.0,0.0,0.0
x_cont541,0.0,0.0,0.0,0.0,0.0
x_cont542,0.0,0.0,0.0,0.0,0.0
x_cont543,0.0,0.0,0.0,0.0,0.0
x_cont544,0.0,0.0,0.0,0.0,0.0
x_cont545,0.0,0.0,0.0,0.0,0.0
x_cont546,0.0,0.0,0.0,0.0,0.0
x_cont547,0.0,0.0,0.0,0.0,0.0
x_cont548,0.0,0.0,0.0,0.0,0.0
x_cont549,0.0,0.0,0.0,0.0,0.0
x_cont550,0.0,0.0,0.0,0.0,0.0
x_cont551,0.0,0.0,0.0,0.0,0.0
x_cont552,0.0,0.0,0.0,0.0,0.0
x_cont553,0.0,0.0,0.0,0.0,0.0
x_cont554,0.0,0.0,0.0,0.0,0.0
x_cont555,0.0,0.0,0.0,0.0,0.0
x_cont556,0.0,0.0,0.0,0.0,0.0
x_cont557,0.0,0.0,0.0,0.0,0.0
x_cont558,0.0,0.0,0.0,0.0,0.0
x_cont559,0.0,0.0,0.0,0.0,0.0
x_cont560,0.0,0.0,0.0,0.0,0.0
x_cont561,0.0,0.0,0.0,0.0,0.0
x_cont562,0.0,0.0,0.0,0.0,0.0
x_cont563,0.0,0.0,0.0,0.0,0.0
x_cont564,0.0,0.0,0.0,0.0,0.0
x_cont565,0.0,0.0,0.0,0.0,0.0
x_cont566,0.0,0.0,0.0,0.0,0.0
x_cont567,0.0,0.0,0.0,0.0,0.0
x_cont568,0.0,0.0,0.0,0.0,0.0
x_cont569,0.0,0.0,0.0,0.0,0.0
x_cont570,0.0,0.0,0.0,0.0,0.0
x_cont571,0.0,0.0,0.0,0.0,0.0
x_cont572,0.0,0.0,0.0,0.0,0.0
x_cont573,0.0,0.0,0.0,0.0,0.0
x_cont574,0.0,0.0,0.0,0.0,0.0
x_cont575,0.0,0.0,0.0,0.0,0.0
x_cont576,0.0,0.0,0.0,0.0,0.0
x_cont577,0.0,0.0,0.0,0.0,0.0
x_cont578,0.0,0.0,0.0,0.0,0.0
x_cont579,0.0,0.0,0.0,0.0,0.0
x_cont580,0.0,0.0,0.0,0.0,0.0
x_cont581,0.0,0.0,0.0,0.0,0.0
x_cont582,0.0,0.0,0.0,0.0,0.0
x_cont583,0.0,0.0,0.0,0.0,0.0
x_cont584,0.0,0.0,0.0,0.0,0.0
x_cont585,0.0,0.0,0.0,0.0,0.0
x_cont586,0.0,0.0,0.0,0.0,0.0
x_cont587,0.0,0.0,0.0,0.0,0.0
x_cont588,0.0,0.0,0.0,0.0,0.0
x_cont589,0.0,0.0,0.0,0.0,0.0
x_cont590,0.0,0.0,0.0,0.0,0.0
x_cont591,0.0,0.0,0.0,0.0,0.0
x_cont592,0.0,0.0,0.0,0.0,0.0
x_cont593,0.0,0.0,0.0,0.0,0.0
x_cont594,0.0,0.0,0.0,0.0,0.0
x_cont595,0.0,0.0,0.0,0.0,0.0
x_cont596,0.0,0.0,0.0,0.0,0.0
x_cont597,0.0,0.0,0.0,0.0,0.0
x_cont598,0.0,0.0,0.0,0.0,0.0
x_cont599,0.0,0.0,0.0,0.0,0.0
x_cont600,0.0,0.0,0.0,0.0,0.0
x_cont601,0.0,0.0,0.0,0.0,0.0
x_cont602,0.0,0.0,0.0,0.0,0.0
x_cont603,0.0,0.0,0.0,0.0,0.0
x_cont604,0.0,0.0,0.0,0.0,0.0
x_cont605,0.0,0.0,0.0,0.0,0.0
x_cont606,0.0,0.0,0.0,0.0,0.0
x_cont607,0.0,0.0,0.0,0.0,0.0
x_cont608,0.0,0.0,0.0,0.0,0.0
x_cont609,0.0,0.0,0.0,0.0,0.0
x_cont610,0.0,0.0,0.0,0.0,0.0
x_cont611,0.0,0.0,0.0,0.0,0.0
x_cont612,0.0,0.0,0.0,0.0,0.0
x_cont613,0.0,0.0,0.0,0.0,0.0
x_cont614,0.0,0.0,0.0,0.0,0.0
x_cont615,0.0,0.0,0.0,0.0,0.0
x_cont616,0.0,0.0,0.0,0.0,0.0
x_cont617,0.0,0.0,0.0,0.0,0.0
x_cont618,0.0,0.0,0.0,0.0,0.0
x_cont619,0.0,0.0,0.0,0.0,0.0
x_cont620,0.0,0.0,0.0,0.0,0.0
x_cont621,0.0,0.0,0.0,0.0,0.0
x_cont622,0.0,0.0,0.0,0.0,0.0
x_cont623,0.0,0.0,0.0,0.0,0.0
x_cont624,0.0,0.0,0.0,0.0,0.0
x_cont625,0.0,0.0,0.0,0.0,0.0
x_cont626,0.0,0.0,0.0,0.0,0.0
x_cont627,0.0,0.0,0.0,0.0,0.0
x_cont628,0.0,0.0,0.0,0.0,0.0
x_cont629,0.0,0.0,0.0,0.0,0.0
x_cont630,0.0,0.0,0.0,0.0,0.0
x_cont631,0.0,0.0,0.0,0.0,0.0
x_cont632,0.0,0.0,0.0,0.0,0.0
x_cont633,0.0,0.0,0.0,0.0,0.0
x_cont634,0.0,0.0,0.0,0.0,0.0
x_cont635,0.0,0.0,0.0,0.0,0.0
x_cont636,0.0,0.0,0.0,0.0,0.0
x_cont637,0.0,0.0,0.0,0.0,0.0
x_cont638,0.0,0.0,0.0,0.0,0.0
x_cont639,0.0,0.0,0.0,0.0,0.0
x_cont640,0.0,0.0,0.0,0.0,0.0
x_cont641,0.0,0.0,0.0,0.0,0.0
x_cont642,0.0,0.0,0.0,0.0,0.0
x_cont643,0.0,0.0,0.0,0.0,0.0
x_cont644,0.0,0.0,0.0,0.0,0.0
x_cont645,0.0,0.0,0.0,0.0,0.0
x_cont646,0.0,0.0,0.0,0.0,0.0
x_cont647,0.0,0.0,0.0,0.0,0.0
x_cont648,0.0,0.0,0.0,0.0,0.0
x_cont649,0.0,0.0,0.0,0.0,0.0
x_cont650,0.0,0.0,0.0,0.0,0.0
x_cont651,0.0,0.0,0.0,0.0,0.0
x_cont652,0.0,0.0,0.0,0.0,0.0
x_cont653,0.0,0.0,0.0,0.0,0.0
x_cont654,0.0,0.0,0.0,0.0,0.0
x_cont655,0.0,0.0,0.0,0.0,0.0
x_cont656,0.0,0.0,0.0,0.0,0.0
x_cont657,0.0,0.0,0.0,0.0,0.0
x_cont658,0.0,0.0,0.0,0.0,0.0
x_cont659,0.0,0.0,0.0,0.0,0.0
x_cont660,0.0,0.0,0.0,0.0,0.0
x_cont661,0.0,0.0,0.0,0.0,0.0
x_cont662,0.0,0.0,0.0,0.0,0.0
x_cont663,0.0,0.0,0.0,0.0,0.0
x_cont664,0.0,0.0,0.0,0.0,0.0
x_cont665,0.0,0.0,0.0,0.0,0.0
x_cont666,0.0,0.0,0.0,0.0,0.0
x_cont667,0.0,0.0,0.0,0.0,0.0
x_cont668,0.0,0.0,0.0,0.0,0.0
x_cont669,0.0,0.0,0.0,0.0,0.0
x_cont670,0.0,0.0,0.0,0.0,0.0
x_cont671,0.0,0.0,0.0,0.0,0.0
x_cont672,0.0,0.0,0.0,0.0,0.0
x_cont673,0.0,0.0,0.0,0.0,0.0
x_cont674,0.0,0.0,0.0,0.0,0.0
x_cont675,0.0,0.0,0.0,0.0,0.0
x_cont676,0.0,0.0,0.0,0.0,0.0
x_cont677,0.0,0.0,0.0,0.0,0.0
x_cont678,0.0,0.0,0.0,0.0,0.0
x_cont679,0.0,0.0,0.0,0.0,0.0
x_cont680,0.0,0.0,0.0,0.0,0.0
x_cont681,0.0,0.0,0.0,0.0,0.0
x_cont682,0.0,0.0,0.0,0.0,0.0
x_cont683,0.0,0.0,0.0,0.0,0.0
x_cont684,0.0,0.0,0.0,0.0,0.0
x_cont685,0.0,0.0,0.0,0.0,0.0
x_cont686,0.0,0.0,0.0,0.0,0.0
x_cont687,0.0,0.0,0.0,0.0,0.0
x_cont688,0.0,0.0,0.0,0.0,0.0
x_cont689,0.0,0.0,0.0,0.0,0.0
x_cont690,0.0,0.0,0.0,0.0,0.0
x_cont691,0.0,0.0,0.0,0.0,0.0
x_cont692,0.0,0.0,0.0,0.0,0.0
x_cont693,0.0,0.0,0.0,0.0,0.0
x_cont694,0.0,0.0,0.0,0.0,0.0
x_cont695,0.0,0.0,0.0,0.0,0.0
x_cont696,0.0,0.0,0.0,0.0,0.0
x_cont697,0.0,0.0,0.0,0.0,0.0
x_cont698,0.0,0.0,0.0,0.0,0.0
x_cont699,0.0,0.0,0.0,0.0,0.0
x_cont700,0.0,0.0,0.0,0.0,0.0
x_cont701,0.0,0.0,0.0,0.0,0.0
x_cont702,0.0,0.0,0.0,0.0,0.0
x_cont703,0.0,0.0,0.0,0.0,0.0
x_cont704,0.0,0.0,0.0,0.0,0.0
x_cont705,0.0,0.0,0.0,0.0,0.0
x_cont706,0.0,0.0,0.0,0.0,0.0
x_cont707,0.0,0.0,0.0,0.0,0.0
x_cont708,0.0,0.0,0.0,0.0,0.0
x_cont709,0.0,0.0,0.0,0.0,0.0
x_cont710,0.0,0.0,0.0,0.0,0.0
x_cont711,0.0,0.0,0.0,0.0,0.0
x_cont712,0.0,0.0,0.0,0.0,0.0
x_cont713,0.0,0.0,0.0,0.0,0.0
x_cont714,0.0,0.0,0.0,0.0,0.0
x_cont715,0.0,0.0,0.0,0.0,0.0
x_cont716,0.0,0.0,0.0,0.0,0.0
x_cont717,0.0,0.0,0.0,0.0,0.0
x_cont718,0.0,0.0,0.0,0.0,0.0
x_cont719,0.0,0.0,0.0,0.0,0.0
x_cont720,0.0,0.0,0.0,0.0,0.0
x_cont721,0.0,0.0,0.0,0.0,0.0
x_cont722,0.0,0.0,0.0,0.0,0.0
x_cont723,0.0,0.0,0.0,0.0,0.0
x_cont724,0.0,0.0,0.0,0.0,0.0
x_cont725,0.0,0.0,0.0,0.0,0.0
x_cont726,0.0,0.0,0.0,0.0,0.0
x_cont727,0.0,0.0,0.0,0.0,0.0
x_cont728,0.0,0.0,0.0,0.0,0.0
x_cont729,0.0,0.0,0.0,0.0,0.0
x_cont730,0.0,0.0,0.0,0.0,0.0
x_cont731,0.0,0.0,0.0,0.0,0.0
x_cont732,0.0,0.0,0.0,0.0,0.0
x_cont733,0.0,0.0,0.0,0.0,0.0
x_cont734,0.0,0.0,0.0,0.0,0.0
x_cont735,0.0,0.0,0.0,0.0,0.0
x_cont736,0.0,0.0,0.0,0.0,0.0
x_cont737,0.0,0.0,0.0,0.0,0.0
x_cont738,0.0,0.0,0.0,0.0,0.0
x_cont739,0.0,0.0,0.0,0.0,0.0
x_cont740,0.0,0.0,0.0,0.0,0.0
x_cont741,0.0,0.0,0.0,0.0,0.0
x_cont742,0.0,0.0,0.0,0.0,0.0
x_cont743,0.0,0.0,0.0,0.0,0.0
x_cont744,0.0,0.0,0.0,0.0,0.0
x_cont745,0.0,0.0,0.0,0.0,0.0
x_cont746,0.0,0.0,0.0,0.0,0.0
x_cont747,0.0,0.0,0.0,0.0,0.0
x_cont748,0.0,0.0,0.0,0.0,0.0
x_cont749,0.0,0.0,0.0,0.0,0.0
x_cont750,0.0,0.0,0.0,0.0,0.0
x_cont751,0.0,0.0,0.0,0.0,0.0
x_cont752,0.0,0.0,0.0,0.0,0.0
x_cont753,0.0,0.0,0.0,0.0,0.0
x_cont754,0.0,0.0,0.0,0.0,0.0
x_cont755,0.0,0.0,0.0,0.0,0.0
x_cont756,0.0,0.0,0.0,0.0,0.0
x_cont757,0.0,0.0,0.0,0.0,0.0
x_cont758,0.0,0.0,0.0,0.0,0.0
x_cont759,0.0,0.0,0.0,0.0,0.0
x_cont760,0.0,0.0,0.0,0.0,0.0
x_cont761,0.0,0.0,0.0,0.0,0.0
x_cont762,0.0,0.0,0.0,0.0,0.0
x_cont763,0.0,0.0,0.0,0.0,0.0
x_cont764,0.0,0.0,0.0,0.0,0.0
x_cont765,0.0,0.0,0.0,0.0,0.0
x_cont766,0.0,0.0,0.0,0.0,0.0
x_cont767,0.0,0.0,0.0,0.0,0.0
x_cont768,0.0,0.0,0.0,0.0,0.0
x_cont769,0.0,0.0,0.0,0.0,0.0
x_cont770,0.0,0.0,0.0,0.0,0.0
x_cont771,0.0,0.0,0.0,0.0,0.0
x_cont772,0.0,0.0,0.0,0.0,0.0
x_cont773,0.0,0.0,0.0,0.0,0.0
x_cont774,0.0,0.0,0.0,0.0,0.0
x_cont775,0.0,0.0,0.0,0.0,0.0
x_cont776,0.0,0.0,0.0,0.0,0.0
x_cont777,0.0,0.0,0.0,0.0,0.0
x_cont778,0.0,0.0,0.0,0.0,0.0
x_cont779,0.0,0.0,0.0,0.0,0.0
x_cont780,0.0,0.0,0.0,0.0,0.0
x_cont781,0.0,0.0,0.0,0.0,0.0
x_cont782,0.0,0.0,0.0,0.0,0.0
x_cont783,0.0,0.0,0.0,0.0,0.0
x_cont784,0.0,0.0,0.0,0.0,0.0
x_cont785,0.0,0.0,0.0,0.0,0.0
x_cont786,0.0,0.0,0.0,0.0,0.0
x_cont787,0.0,0.0,0.0,0.0,0.0
x_cont788,0.0,0.0,0.0,0.0,0.0
x_cont789,0.0,0.0,0.0,0.0,0.0
x_cont790,0.0,0.0,0.0,0.0,0.0
x_cont791,0.0,0.0,0.0,0.0,0.0
x_cont792,0.0,0.0,0.0,0.0,0.0
x_cont793,0.0,0.0,0.0,0.0,0.0
x_cont794,0.0,0.0,0.0,0.0,0.0
x_cont795,0.0,0.0,0.0,0.0,0.0
x_cont796,0.0,0.0,0.0,0.0,0.0
x_cont797,0.0,0.0,0.0,0.0,0.0
x_cont798,0.0,0.0,0.0,0.0,0.0
x_cont799,0.0,0.0,0.0,0.0,0.0
x_cont800,0.0,0.0,0.0,0.0,0.0
x_cont801,0.0,0.0,0.0,0.0,0.0
x_cont802,0.0,0.0,0.0,0.0,0.0
x_cont803,0.0,0.0,0.0,0.0,0.0
x_cont804,0.0,0.0,0.0,0.0,0.0
x_cont805,0.0,0.0,0.0,0.0,0.0
x_cont806,0.0,0.0,0.0,0.0,0.0
x_cont807,0.0,0.0,0.0,0.0,0.0
x_cont808,0.0,0.0,0.0,0.0,0.0
x_cont809,0.0,0.0,0.0,0.0,0.0
x_cont810,0.0,0.0,0.0,0.0,0.0
x_cont811,0.0,0.0,0.0,0.0,0.0
x_cont812,0.0,0.0,0.0,0.0,0.0
x_cont813,0.0,0.0,0.0,0.0,0.0
x_cont814,0.0,0.0,0.0,0.0,0.0
x_cont815,0.0,0.0,0.0,0.0,0.0
x_cont816,0.0,0.0,0.0,0.0,0.0
x_cont817,0.0,0.0,0.0,0.0,0.0
x_cont818,0.0,0.0,0.0,0.0,0.0
x_cont819,0.0,0.0,0.0,0.0,0.0
x_cont820,0.0,0.0,0.0,0.0,0.0
x_cont821,0.0,0.0,0.0,0.0,0.0
x_cont822,0.0,0.0,0.0,0.0,0.0
x_cont823,0.0,0.0,0.0,0.0,0.0
x_cont824,0.0,0.0,0.0,0.0,0.0
x_cont825,0.0,0.0,0.0,0.0,0.0
x_cont826,0.0,0.0,0.0,0.0,0.0
x_cont827,0.0,0.0,0.0,0.0,0.0
x_cont828,0.0,0.0,0.0,0.0,0.0
x_cont829,0.0,0.0,0.0,0.0,0.0
x_cont830,0.0,0.0,0.0,0.0,0.0
x_cont831,0.0,0.0,0.0,0.0,0.0
x_cont832,0.0,0.0,0.0,0.0,0.0
x_cont833,0.0,0.0,0.0,0.0,0.0
x_cont834,0.0,0.0,0.0,0.0,0.0
x_cont835,0.0,0.0,0.0,0.0,0.0
x_cont836,0.0,0.0,0.0,0.0,0.0
x_cont837,0.0,0.0,0.0,0.0,0.0
x_cont838,0.0,0.0,0.0,0.0,0.0
x_cont839,0.0,0.0,0.0,0.0,0.0
x_cont840,0.0,0.0,0.0,0.0,0.0
x_cont841,0.0,0.0,0.0,0.0,0.0
x_cont842,0.0,0.0,0.0,0.0,0.0
x_cont843,0.0,0.0,0.0,0.0,0.0
x_cont844,0.0,0.0,0.0,0.0,0.0
x_cont845,0.0,0.0,0.0,0.0,0.0
x_cont846,0.0,0.0,0.0,0.0,0.0
x_cont847,0.0,0.0,0.0,0.0,0.0
x_cont848,0.0,0.0,0.0,0.0,0.0
x_cont849,0.0,0.0,0.0,0.0,0.0
x_cont850,0.0,0.0,0.0,0.0,0.0
x_cont851,0.0,0.0,0.0,0.0,0.0
x_cont852,0.0,0.0,0.0,0.0,0.0
x_cont853,0.0,0.0,0.0,0.0,0.0
x_cont854,0.0,0.0,0.0,0.0,0.0
x_cont855,0.0,0.0,0.0,0.0,0.0
x_cont856,0.0,0.0,0.0,0.0,0.0
x_cont857,0.0,0.0,0.0,0.0,0.0
x_cont858,0.0,0.0,0.0,0.0,0.0
x_cont859,0.0,0.0,0.0,0.0,0.0
x_cont860,0.0,0.0,0.0,0.0,0.0
x_cont861,0.0,0.0,0.0,0.0,0.0
x_cont862,0.0,0.0,0.0,0.0,0.0
x_cont863,0.0,0.0,0.0,0.0,0.0
x_cont864,0.0,0.0,0.0,0.0,0.0
x_cont865,0.0,0.0,0.0,0.0,0.0
x_cont866,0.0,0.0,0.0,0.0,0.0
x_cont867,0.0,0.0,0.0,0.0,0.0
x_cont868,0.0,0.0,0.0,0.0,0.0
x_cont869,0.0,0.0,0.0,0.0,0.0
x_cont870,0.0,0.0,0.0,0.0,0.0
x_cont871,0.0,0.0,0.0,0.0,0.0
x_cont872,0.0,0.0,0.0,0.0,0.0
x_cont873,0.0,0.0,0.0,0.0,0.0
x_cont874,0.0,0.0,0.0,0.0,0.0
x_cont875,0.0,0.0,0.0,0.0,0.0
x_cont876,0.0,0.0,0.0,0.0,0.0
x_cont877,0.0,0.0,0.0,0.0,0.0
x_cont878,0.0,0.0,0.0,0.0,0.0
x_cont879,0.0,0.0,0.0,0.0,0.0
x_cont880,0.0,0.0,0.0,0.0,0.0
x_cont881,0.0,0.0,0.0,0.0,0.0
x_cont882,0.0,0.0,0.0,0.0,0.0
x_cont883,0.0,0.0,0.0,0.0,0.0
x_cont884,0.0,0.0,0.0,0.0,0.0
x_cont885,0.0,0.0,0.0,0.0,0.0
x_cont886,0.0,0.0,0.0,0.0,0.0
x_cont887,0.0,0.0,0.0,0.0,0.0
x_cont888,0.0,0.0,0.0,0.0,0.0
x_cont889,0.0,0.0,0.0,0.0,0.0
x_cont890,0.0,0.0,0.0,0.0,0.0
x_cont891,0.0,0.0,0.0,0.0,0.0
x_cont892,0.0,0.0,0.0,0.0,0.0
x_cont893,0.0,0.0,0.0,0.0,0.0
x_cont894,0.0,0.0,0.0,0.0,0.0
x_cont895,0.0,0.0,0.0,0.0,0.0
x_cont896,0.0,0.0,0.0,0.0,0.0
x_cont897,0.0,0.0,0.0,0.0,0.0
x_cont898,0.0,0.0,0.0,0.0,0.0
x_cont899,0.0,0.0,0.0,0.0,0.0
x_cont900,0.0,0.0,0.0,0.0,0.0
x_cont901,0.0,0.0,0.0,0.0,0.0
x_cont902,0.0,0.0,0.0,0.0,0.0
x_cont903,0.0,0.0,0.0,0.0,0.0
x_cont904,0.0,0.0,0.0,0.0,0.0
x_cont905,0.0,0.0,0.0,0.0,0.0
x_cont906,0.0,0.0,0.0,0.0,0.0
x_cont907,0.0,0.0,0.0,0.0,0.0
x_cont908,0.0,0.0,0.0,0.0,0.0
x_cont909,0.0,0.0,0.0,0.0,0.0
x_cont910,0.0,0.0,0.0,0.0,0.0
x_cont911,0.0,0.0,0.0,0.0,0.0
x_cont912,0.0,0.0,0.0,0.0,0.0
x_cont913,0.0,0.0,0.0,0.0,0.0
x_cont914,0.0,0.0,0.0,0.0,0.0
x_cont915,0.0,0.0,0.0,0.0,0.0
x_cont916,0.0,0.0,0.0,0.0,0.0
x_cont917,0.0,0.0,0.0,0.0,0.0
x_cont918,0.0,0.0,0.0,0.0,0.0
x_cont919,0.0,0.0,0.0,0.0,0.0
x_cont920,0.0,0.0,0.0,0.0,0.0
x_cont921,0.0,0.0,0.0,0.0,0.0
x_cont922,0.0,0.0,0.0,0.0,0.0
x_cont923,0.0,0.0,0.0,0.0,0.0
x_cont924,0.0,0.0,0.0,0.0,0.0
x_cont925,0.0,0.0,0.0,0.0,0.0
x_cont926,0.0,0.0,0.0,0.0,0.0
x_cont927,0.0,0.0,0.0,0.0,0.0
x_cont928,0.0,0.0,0.0,0.0,0.0
x_cont929,0.0,0.0,0.0,0.0,0.0
x_cont930,0.0,0.0,0.0,0.0,0.0
x_cont931,0.0,0.0,0.0,0.0,0.0
x_cont932,0.0,0.0,0.0,0.0,0.0
x_cont933,0.0,0.0,0.0,0.0,0.0
x_cont934,0.0,0.0,0.0,0.0,0.0
x_cont935,0.0,0.0,0.0,0.0,0.0
x_cont936,0.0,0.0,0.0,0.0,0.0
x_cont937,0.0,0.0,0.0,0.0,0.0
x_cont938,0.0,0.0,0.0,0.0,0.0
x_cont939,0.0,0.0,0.0,0.0,0.0
x_cont940,0.0,0.0,0.0,0.0,0.0
x_cont941,0.0,0.0,0.0,0.0,0.0
x_cont942,0.0,0.0,0.0,0.0,0.0
x_cont943,0.0,0.0,0.0,0.0,0.0
x_cont944,0.0,0.0,0.0,0.0,0.0
x_cont945,0.0,0.0,0.0,0.0,0.0
x_cont946,0.0,0.0,0.0,0.0,0.0
x_cont947,0.0,0.0,0.0,0.0,0.0
x_cont948,0.0,0.0,0.0,0.0,0.0
x_cont949,0.0,0.0,0.0,0.0,0.0
x_cont950,0.0,0.0,0.0,0.0,0.0
x_cont951,0.0,0.0,0.0,0.0,0.0
x_cont952,0.0,0.0,0.0,0.0,0.0
x_cont953,0.0,0.0,0.0,0.0,0.0
x_cont954,0.0,0.0,0.0,0.0,0.0
x_cont955,0.0,0.0,0.0,0.0,0.0
x_cont956,0.0,0.0,0.0,0.0,0.0
x_cont957,0.0,0.0,0.0,0.0,0.0
x_cont958,0.0,0.0,0.0,0.0,0.0
x_cont959,0.0,0.0,0.0,0.0,0.0
x_cont960,0.0,0.0,0.0,0.0,0.0
x_cont961,0.0,0.0,0.0,0.0,0.0
x_cont962,0.0,0.0,0.0,0.0,0.0
x_cont963,0.0,0.0,0.0,0.0,0.0
x_cont964,0.0,0.0,0.0,0.0,0.0
x_cont965,0.0,0.0,0.0,0.0,0.0
x_cont966,0.0,0.0,0.0,0.0,0.0
x_cont967,0.0,0.0,0.0,0.0,0.0
x_cont968,0.0,0.0,0.0,0.0,0.0
x_cont969,0.0,0.0,0.0,0.0,0.0
x_cont970,0.0,0.0,0.0,0.0,0.0
x_cont971,0.0,0.0,0.0,0.0,0.0
x_cont972,0.0,0.0,0.0,0.0,0.0
x_cont973,0.0,0.0,0.0,0.0,0.0
x_cont974,0.0,0.0,0.0,0.0,0.0
x_cont975,0.0,0.0,0.0,0.0,0.0
x_cont976,0.0,0.0,0.0,0.0,0.0
x_cont977,0.0,0.0,0.0,0.0,0.0
x_cont978,0.0,0.0,0.0,0.0,0.0
x_cont979,0.0,0.0,0.0,0.0,0.0
x_cont980,0.0,0.0,0.0,0.0,0.0
x_cont981,0.0,0.0,0.0,0.0,0.0
x_cont982,0.0,0.0,0.0,0.0,0.0
x_cont983,0.0,0.0,0.0,0.0,0.0
x_cont984,0.0,0.0,0.0,0.0,0.0
x_cont985,0.0,0.0,0.0,0.0,0.0
x_cont986,0.0,0.0,0.0,0.0,0.0
x_cont987,0.0,0.0,0.0,0.0,0.0
x_cont988,0.0,0.0,0.0,0.0,0.0
x_cont989,0.0,0.0,0.0,0.0,0.0
x_cont990,0.0,0.0,0.0,0.0,0.0
x_cont991,0.0,0.0,0.0,0.0,0.0
C(cat0)[1],0.0,0.0,0.0,0.0,0.0
C(cat0)[2],0.0,0.0,0.0,0.0,0.0
C(cat0)[3],0.0,0.0,0.0,0.0,0.0
C(cat1)[T.2],0.0,0.0,0.0,0.0,0.0
C(cat1)[T.3],0.0,0.0,0.0,0.0,0.0
C(cat2)[T.2],0.0,0.0,0.0,0.0,0.0
C(cat2)[T.3],0.0,0.0,0.0,0.0,0.0
x_bin1,0.0,0.0,0.0,0.0,0.0
x_bin2,0.0,0.0,0.0,0.0,0.0
